id,prediction
0,0.4044637978076935
1,0.5558441162109375
2,0.33017787933349607
3,0.6000343918800354
4,0.5167036890983582
5,0.5939185380935669
6,0.3017744719982147
7,0.3674096345901489
8,0.14379265457391738
9,0.20215296149253845
10,0.5858034014701843
11,0.5044536411762237
12,0.6734969735145568
13,0.621043038368225
14,0.5483818292617798
15,0.5757843613624573
16,0.24721691012382507
17,0.653085720539093
18,0.6078408002853394
19,0.3996701419353485
20,0.600600790977478
21,0.5786760449409485
22,0.4722305178642273
23,0.17767466008663177
24,0.2603867381811142
25,0.6483897924423218
26,0.6396159291267395
27,0.6781502604484558
28,0.5342891395092011
29,0.5895711660385132
30,0.5377353549003601
31,0.6160531640052795
32,0.6020697712898254
33,0.41355488300323484
34,0.5478248000144958
35,0.6656872510910035
36,0.36573757529258727
37,0.5776834487915039
38,0.5772406220436096
39,0.1487124502658844
40,0.5645463109016419
41,0.21088753640651703
42,0.2488080382347107
43,0.5723313808441162
44,0.5610510230064392
45,0.578920590877533
46,0.38219780325889585
47,0.20795632302761077
48,0.6214040279388428
49,0.45388263463974
50,0.6227861762046814
51,0.5156986057758332
52,0.23423888981342317
53,0.17432652711868285
54,0.6282037019729614
55,0.5931652665138245
56,0.6851262807846069
57,0.6700190782546998
58,0.15886722803115844
59,0.46344112157821654
60,0.6873138666152954
61,0.6728257775306702
62,0.5418684124946594
63,0.2635540306568146
64,0.40142162442207335
65,0.5180492341518402
66,0.6602401256561279
67,0.20042700171470643
68,0.5475167751312255
69,0.5947836399078369
70,0.6224955797195435
71,0.6842912793159485
72,0.16588575541973113
73,0.3333011746406555
74,0.27617381513118744
75,0.6913777112960815
76,0.2223849207162857
77,0.4841530442237854
78,0.6098619103431702
79,0.6872287511825561
80,0.24200348556041718
81,0.6007403016090394
82,0.6120863199234009
83,0.5283580362796784
84,0.32900487780570986
85,0.5589646577835083
86,0.48612022399902344
87,0.179526948928833
88,0.6834164381027221
89,0.2159752666950226
90,0.37095858454704284
91,0.2617961227893829
92,0.176174658536911
93,0.659072482585907
94,0.6470745921134948
95,0.677681028842926
96,0.3071948170661926
97,0.6170570969581604
98,0.6114977359771728
99,0.7283377051353455
100,0.6749320507049561
101,0.6632875204086304
102,0.5700240015983582
103,0.5022602319717407
104,0.6012119770050048
105,0.6460502505302429
106,0.5611732482910157
107,0.6778855443000793
108,0.15757035315036774
109,0.6135467290878296
110,0.5378933012485504
111,0.5192542433738708
112,0.31638393700122835
113,0.217262402176857
114,0.336846262216568
115,0.6144537210464478
116,0.6040452599525452
117,0.22590404152870178
118,0.5581695079803467
119,0.4306825637817383
120,0.3638420939445496
121,0.6835411190986633
122,0.6552455306053162
123,0.16781249940395354
124,0.1445051610469818
125,0.165845987200737
126,0.6788244724273682
127,0.2733503520488739
128,0.49334641098976134
129,0.548521363735199
130,0.69838947057724
131,0.5340488135814667
132,0.43952752351760865
133,0.22980354130268096
134,0.5161244988441467
135,0.6211376905441284
136,0.5932334780693054
137,0.6176623344421387
138,0.5446521043777466
139,0.6620766758918762
140,0.5439980030059814
141,0.6176864862442016
142,0.2250137597322464
143,0.6472607016563415
144,0.6694207072257996
145,0.27474634945392606
146,0.3222170859575272
147,0.6784206986427307
148,0.1589915484189987
149,0.5948015928268433
150,0.3559301793575287
151,0.2865491032600403
152,0.6345344543457031
153,0.2046928346157074
154,0.20462572574615479
155,0.619474983215332
156,0.1699614107608795
157,0.4644877970218658
158,0.6791157722473145
159,0.21643745601177217
160,0.5714347958564758
161,0.2555099636316299
162,0.6403564929962158
163,0.5864577531814575
164,0.43552292585372926
165,0.5021907925605774
166,0.34827443957328796
167,0.2267431855201721
168,0.5963500142097473
169,0.6710964560508728
170,0.6063641905784607
171,0.49237170815467834
172,0.45485811233520507
173,0.27693586349487304
174,0.6447178959846497
175,0.6588880181312561
176,0.6495315551757812
177,0.3389521062374115
178,0.27223231494426725
179,0.19312538504600524
180,0.6854795932769775
181,0.2851769238710403
182,0.4457401394844055
183,0.375629848241806
184,0.6814855933189392
185,0.5687316238880158
186,0.6080505847930908
187,0.47644858360290526
188,0.45300347208976743
189,0.5491268992424011
190,0.6543696522712708
191,0.25588477551937105
192,0.6197862267494202
193,0.5967319011688232
194,0.6895825386047363
195,0.6992873668670654
196,0.6900946497917175
197,0.48257827162742617
198,0.650186049938202
199,0.20609145760536193
200,0.6194798588752747
201,0.5828205704689026
202,0.18682221174240113
203,0.5897693753242492
204,0.6290753245353699
205,0.6368291258811951
206,0.14978235512971877
207,0.19456520974636077
208,0.5484452724456788
209,0.12535984218120574
210,0.2577231377363205
211,0.5846175968647003
212,0.5103457272052765
213,0.30347428321838377
214,0.4506980538368225
215,0.5298140287399292
216,0.570641016960144
217,0.5737354397773743
218,0.647519838809967
219,0.5955158472061157
220,0.4166842758655548
221,0.530569326877594
222,0.16086742132902146
223,0.6558226346969604
224,0.7469264268875122
225,0.5746837735176087
226,0.6038106083869934
227,0.48721629977226255
228,0.5837754011154175
229,0.3061752736568451
230,0.19438451528549194
231,0.5872553944587707
232,0.48937600255012514
233,0.5293434917926788
234,0.6014547109603882
235,0.6319152474403381
236,0.5985706329345704
237,0.1843807190656662
238,0.3174209177494049
239,0.6349230766296386
240,0.740548026561737
241,0.5767391920089722
242,0.30624396204948423
243,0.7139951944351196
244,0.6496777534484863
245,0.6180802106857299
246,0.45980669260025026
247,0.574120557308197
248,0.44183430075645447
249,0.1971770405769348
250,0.30062302350997927
251,0.6502636313438416
252,0.6854593992233277
253,0.6607982397079468
254,0.6086530685424805
255,0.282001194357872
256,0.44921732544898985
257,0.6275883555412293
258,0.3419800639152527
259,0.5700405240058899
260,0.11639138758182525
261,0.6133442044258117
262,0.22986820936203003
263,0.29041637778282164
264,0.24388167560100554
265,0.15098830461502075
266,0.5982266783714294
267,0.6104954838752746
268,0.1833842009305954
269,0.19111025035381318
270,0.19607491195201873
271,0.2218368262052536
272,0.6224381446838378
273,0.6770021200180054
274,0.6064005255699157
275,0.4906537652015686
276,0.6354072332382202
277,0.1933947503566742
278,0.387215256690979
279,0.6370374917984009
280,0.5278186023235321
281,0.6299855828285217
282,0.6252495050430298
283,0.6901832580566406
284,0.3412884384393692
285,0.17309374511241912
286,0.19404782652854918
287,0.4800200521945953
288,0.6832832217216491
289,0.3875109016895294
290,0.6944516062736511
291,0.25431170165538786
292,0.6048949122428894
293,0.1690339744091034
294,0.5672280073165894
295,0.1866079241037369
296,0.5971695423126221
297,0.5947522997856141
298,0.6134201169013977
299,0.6836102724075317
300,0.6015456438064575
301,0.686632513999939
302,0.13734298348426818
303,0.4650963544845581
304,0.4482545435428619
305,0.20929872393608093
306,0.616391921043396
307,0.7284922122955322
308,0.2136278599500656
309,0.6349485397338868
310,0.2277673900127411
311,0.1657857835292816
312,0.6235390543937683
313,0.4783819317817688
314,0.3479702234268188
315,0.6505295157432556
316,0.6525425672531128
317,0.6034851431846618
318,0.20957321524620057
319,0.41843820214271543
320,0.4635870933532715
321,0.43817688822746276
322,0.5782003402709961
323,0.3045750081539154
324,0.62249196767807
325,0.3286768853664398
326,0.5921187162399292
327,0.15689385831356048
328,0.5451226651668548
329,0.635880172252655
330,0.6163853406906128
331,0.15532353520393372
332,0.6701339840888977
333,0.41833305954933164
334,0.5896245241165161
335,0.7168888568878173
336,0.28415059149265287
337,0.6269060969352722
338,0.6642222166061401
339,0.6384432077407837
340,0.6496600866317749
341,0.5949242353439331
342,0.5351122319698334
343,0.22489432394504547
344,0.6536107897758484
345,0.6463306188583374
346,0.6212942481040955
347,0.1978314459323883
348,0.5960359334945678
349,0.34459595680236815
350,0.6495054364204407
351,0.6421261548995971
352,0.646286916732788
353,0.6041073441505432
354,0.6393500685691833
355,0.631887674331665
356,0.6177680492401123
357,0.2865354299545288
358,0.28483849167823794
359,0.5964781641960144
360,0.5956995487213135
361,0.18845515251159667
362,0.2600217044353485
363,0.5536662995815277
364,0.3213367074728012
365,0.7007060408592224
366,0.6970713615417481
367,0.579366135597229
368,0.5102422535419464
369,0.26028171479701995
370,0.6260489463806153
371,0.5685865759849549
372,0.7295799970626831
373,0.6188144445419311
374,0.4429089605808258
375,0.5777595520019532
376,0.5747804045677185
377,0.6020451426506043
378,0.6890121221542358
379,0.528341555595398
380,0.24340012073516845
381,0.5988481998443603
382,0.6128004908561706
383,0.29015586972236634
384,0.6384355306625367
385,0.22851015329360963
386,0.21054456532001495
387,0.64373277425766
388,0.6455606460571289
389,0.4778440535068512
390,0.5562551200389863
391,0.34549843072891234
392,0.22409771382808685
393,0.467520147562027
394,0.6712481021881104
395,0.12207009196281433
396,0.6199441254138947
397,0.42720786333084104
398,0.2599476486444473
399,0.20934415459632874
400,0.6497801065444946
401,0.48108652234077454
402,0.49417954683303833
403,0.2614461064338684
404,0.2432972639799118
405,0.7086697936058044
406,0.5841806530952454
407,0.2857711523771286
408,0.32401716709136963
409,0.17969774305820466
410,0.6846944570541382
411,0.1456957310438156
412,0.24747785031795502
413,0.650725245475769
414,0.5255370318889618
415,0.6157102465629578
416,0.5011225819587708
417,0.5509623527526856
418,0.5898299217224121
419,0.6589847087860108
420,0.6387781381607056
421,0.5853492259979248
422,0.2976210117340088
423,0.6217224717140197
424,0.580678653717041
425,0.17447228729724884
426,0.6249311685562133
427,0.5803769707679749
428,0.6757932782173157
429,0.5114792287349701
430,0.6925309419631958
431,0.23611067831516266
432,0.581322991847992
433,0.6157576441764832
434,0.6066698670387268
435,0.5502971827983856
436,0.15270963609218596
437,0.16691094040870666
438,0.6284722089767456
439,0.6267266035079956
440,0.26053069829940795
441,0.27120753228664396
442,0.1588078647851944
443,0.6281248688697815
444,0.2355301558971405
445,0.42518839836120603
446,0.12504388839006425
447,0.6544018626213074
448,0.5856248617172242
449,0.29343188405036924
450,0.6444882273674011
451,0.6022835016250611
452,0.6584869146347045
453,0.208820441365242
454,0.41737831830978395
455,0.6125253915786744
456,0.527726411819458
457,0.5902436256408692
458,0.6120472311973572
459,0.581135630607605
460,0.5061986804008484
461,0.6473321080207824
462,0.34307666420936583
463,0.61835777759552
464,0.6586224794387817
465,0.6047966837882995
466,0.6864446878433228
467,0.3064678370952606
468,0.21787086129188538
469,0.6329985976219177
470,0.1409476399421692
471,0.23652157187461853
472,0.57413729429245
473,0.23245661854743957
474,0.5404381096363068
475,0.5866933107376099
476,0.6270546913146973
477,0.3657800078392029
478,0.6027018547058105
479,0.648844838142395
480,0.6249724626541138
481,0.605495011806488
482,0.5496790170669555
483,0.23464338183403016
484,0.6327929258346557
485,0.21582088768482208
486,0.6460296869277954
487,0.17094407081604004
488,0.20969205796718599
489,0.19123594760894774
490,0.14182535111904143
491,0.5023516118526459
492,0.566731309890747
